image_path,fold
data/D1/Anthracnose/Anthracnose_decreased_18.png,3
data/D1/Anthracnose/Anthracnose_decreased_19.png,2
data/D1/Anthracnose/Anthracnose_decreased_2.png,0
data/D1/Anthracnose/Anthracnose_decreased_20.png,0
data/D1/Anthracnose/Anthracnose_decreased_21.png,0
data/D1/Anthracnose/Anthracnose_decreased_22.png,3
data/D1/Anthracnose/Anthracnose_decreased_23.png,1
data/D1/Anthracnose/Anthracnose_decreased_24.png,3
data/D1/Anthracnose/Anthracnose_decreased_25.png,3
data/D1/Anthracnose/Anthracnose_decreased_26.png,2
data/D1/Anthracnose/Anthracnose_decreased_27.png,4
data/D1/Anthracnose/Anthracnose_decreased_28.png,4
data/D1/Anthracnose/Anthracnose_decreased_29.png,2
data/D1/Anthracnose/Anthracnose_decreased_3.png,2
data/D1/Anthracnose/Anthracnose_decreased_30.png,2
data/D1/Anthracnose/Anthracnose_decreased_31.png,0
data/D1/Anthracnose/Anthracnose_decreased_32.png,2
data/D1/Anthracnose/Anthracnose_decreased_33.png,3
data/D1/Anthracnose/Anthracnose_decreased_34.png,3
data/D1/Anthracnose/Anthracnose_decreased_35.png,0
data/D1/Anthracnose/Anthracnose_decreased_36.png,0
data/D1/Anthracnose/Anthracnose_decreased_37.png,3
data/D1/Anthracnose/Anthracnose_decreased_38.png,2
data/D1/Anthracnose/Anthracnose_decreased_39.png,1
data/D1/Anthracnose/Anthracnose_decreased_4.png,3
data/D1/Anthracnose/Anthracnose_decreased_40.png,0
data/D1/Anthracnose/Anthracnose_decreased_41.png,2
data/D1/Anthracnose/Anthracnose_decreased_42.png,3
data/D1/Anthracnose/Anthracnose_decreased_43.png,2
data/D1/Anthracnose/Anthracnose_decreased_44.png,1
data/D1/Anthracnose/Anthracnose_decreased_46.png,1
data/D1/Anthracnose/Anthracnose_decreased_47.png,2
data/D1/Anthracnose/Anthracnose_decreased_5.png,1
data/D1/Anthracnose/Anthracnose_decreased_6.png,0
data/D1/Anthracnose/Anthracnose_decreased_7.png,3
data/D1/Anthracnose/Anthracnose_decreased_8.png,3
data/D1/Anthracnose/Anthracnose_decreased_9.png,1
data/D1/Anthracnose/Anthracnose_increased_1.png,0
data/D1/Anthracnose/Anthracnose_increased_10.png,1
data/D1/Anthracnose/Anthracnose_increased_100.png,0
data/D1/Anthracnose/Anthracnose_increased_101.png,2
data/D1/Anthracnose/Anthracnose_increased_102.png,0
data/D1/Anthracnose/Anthracnose_increased_103.png,2
data/D1/Anthracnose/Anthracnose_increased_104.png,0
data/D1/Anthracnose/Anthracnose_increased_105.png,3
data/D1/Anthracnose/Anthracnose_increased_106.png,1
data/D1/Anthracnose/Anthracnose_increased_107.png,3
data/D1/Anthracnose/Anthracnose_increased_108.png,3
data/D1/Anthracnose/Anthracnose_increased_109.png,4
data/D1/Anthracnose/Anthracnose_increased_11.png,0
data/D1/Anthracnose/Anthracnose_increased_110.png,4
data/D1/Anthracnose/Anthracnose_increased_111.png,4
data/D1/Anthracnose/Anthracnose_increased_112.png,2
data/D1/Anthracnose/Anthracnose_increased_113.png,2
data/D1/Anthracnose/Anthracnose_increased_114.png,2
data/D1/Anthracnose/Anthracnose_increased_115.png,0
data/D1/Anthracnose/Anthracnose_increased_116.png,2
data/D1/Anthracnose/Anthracnose_increased_117.png,3
data/D1/Anthracnose/Anthracnose_increased_118.png,3
data/D1/Anthracnose/Anthracnose_increased_119.png,0
data/D1/Anthracnose/Anthracnose_increased_12.png,4
data/D1/Anthracnose/Anthracnose_increased_120.png,0
data/D1/Anthracnose/Anthracnose_increased_121.png,1
data/D1/Anthracnose/Anthracnose_increased_122.png,2
data/D1/Anthracnose/Anthracnose_increased_123.png,1
data/D1/Anthracnose/Anthracnose_increased_124.png,3
data/D1/Anthracnose/Anthracnose_increased_125.png,0
data/D1/Anthracnose/Anthracnose_increased_126.png,2
data/D1/Anthracnose/Anthracnose_increased_127.png,3
data/D1/Anthracnose/Anthracnose_increased_128.png,2
data/D1/Anthracnose/Anthracnose_increased_129.png,1
data/D1/Anthracnose/Anthracnose_increased_13.png,4
data/D1/Anthracnose/Anthracnose_increased_130.png,1
data/D1/Anthracnose/Anthracnose_increased_131.png,2
data/D1/Anthracnose/Anthracnose_increased_132.png,1
data/D1/Anthracnose/Anthracnose_increased_133.png,0
data/D1/Anthracnose/Anthracnose_increased_134.png,3
data/D1/Anthracnose/Anthracnose_increased_135.png,3
data/D1/Anthracnose/Anthracnose_increased_136.png,1
data/D1/Anthracnose/Anthracnose_increased_138.png,1
data/D1/Anthracnose/Anthracnose_increased_139.png,2
data/D1/Anthracnose/Anthracnose_increased_14.png,0
data/D1/Anthracnose/Anthracnose_increased_15.png,3
data/D1/Anthracnose/Anthracnose_increased_16.png,2
data/D1/Anthracnose/Anthracnose_increased_17.png,1
data/D1/Anthracnose/Anthracnose_increased_18.png,0
data/D1/Anthracnose/Anthracnose_increased_19.png,2
data/D1/Anthracnose/Anthracnose_increased_2.png,0
data/D1/Anthracnose/Anthracnose_increased_20.png,2
data/D1/Anthracnose/Anthracnose_increased_21.png,0
data/D1/Anthracnose/Anthracnose_increased_22.png,3
data/D1/Anthracnose/Anthracnose_increased_23.png,1
data/D1/Anthracnose/Anthracnose_increased_24.png,3
data/D1/Anthracnose/Anthracnose_increased_25.png,3
data/D1/Anthracnose/Anthracnose_increased_26.png,4
data/D1/Anthracnose/Anthracnose_increased_27.png,4
data/D1/Anthracnose/Anthracnose_increased_28.png,4
data/D1/Anthracnose/Anthracnose_increased_29.png,2
data/D1/Anthracnose/Anthracnose_increased_3.png,2
data/D1/Anthracnose/Anthracnose_increased_30.png,2
data/D1/Anthracnose/Anthracnose_increased_31.png,0
data/D1/Anthracnose/Anthracnose_increased_32.png,2
data/D1/Anthracnose/Anthracnose_increased_33.png,3
data/D1/Anthracnose/Anthracnose_increased_34.png,3
data/D1/Anthracnose/Anthracnose_increased_35.png,0
data/D1/Anthracnose/Anthracnose_increased_36.png,0
data/D1/Anthracnose/Anthracnose_increased_37.png,1
data/D1/Anthracnose/Anthracnose_increased_38.png,2
data/D1/Anthracnose/Anthracnose_increased_39.png,1
data/D1/Anthracnose/Anthracnose_increased_4.png,3
data/D1/Anthracnose/Anthracnose_increased_40.png,0
data/D1/Anthracnose/Anthracnose_increased_41.png,2
data/D1/Anthracnose/Anthracnose_increased_42.png,3
data/D1/Anthracnose/Anthracnose_increased_43.png,2
data/D1/Anthracnose/Anthracnose_increased_44.png,1
data/D1/Anthracnose/Anthracnose_increased_45.png,0
data/D1/Anthracnose/Anthracnose_increased_46.png,1
data/D1/Anthracnose/Anthracnose_increased_47.png,0
data/D1/Anthracnose/Anthracnose_increased_48.png,4
data/D1/Anthracnose/Anthracnose_increased_49.png,4
data/D1/Anthracnose/Anthracnose_increased_5.png,1
data/D1/Anthracnose/Anthracnose_increased_50.png,0
data/D1/Anthracnose/Anthracnose_increased_51.png,3
data/D1/Anthracnose/Anthracnose_increased_52.png,2
data/D1/Anthracnose/Anthracnose_increased_53.png,1
data/D1/Anthracnose/Anthracnose_increased_54.png,3
data/D1/Anthracnose/Anthracnose_increased_55.png,2
data/D1/Anthracnose/Anthracnose_increased_56.png,0
data/D1/Anthracnose/Anthracnose_increased_57.png,0
data/D1/Anthracnose/Anthracnose_increased_58.png,0
data/D1/Anthracnose/Anthracnose_increased_59.png,3
data/D1/Anthracnose/Anthracnose_increased_6.png,0
data/D1/Anthracnose/Anthracnose_increased_60.png,1
data/D1/Anthracnose/Anthracnose_increased_61.png,3
data/D1/Anthracnose/Anthracnose_increased_62.png,3
data/D1/Anthracnose/Anthracnose_increased_63.png,2
data/D1/Anthracnose/Anthracnose_increased_64.png,4
data/D1/Anthracnose/Anthracnose_increased_65.png,4
data/D1/Anthracnose/Anthracnose_increased_66.png,2
data/D1/Anthracnose/Anthracnose_increased_67.png,2
data/D1/Anthracnose/Anthracnose_increased_68.png,2
data/D1/Anthracnose/Anthracnose_increased_69.png,0
data/D1/Anthracnose/Anthracnose_increased_7.png,3
data/D1/Anthracnose/Anthracnose_increased_70.png,2
data/D1/Anthracnose/Anthracnose_increased_71.png,3
data/D1/Anthracnose/Anthracnose_increased_72.png,3
data/D1/Anthracnose/Anthracnose_increased_73.png,0
data/D1/Anthracnose/Anthracnose_increased_74.png,0
data/D1/Anthracnose/Anthracnose_increased_75.png,3
data/D1/Anthracnose/Anthracnose_increased_76.png,2
data/D1/Anthracnose/Anthracnose_increased_77.png,1
data/D1/Anthracnose/Anthracnose_increased_78.png,3
data/D1/Anthracnose/Anthracnose_increased_79.png,0
data/D1/Anthracnose/Anthracnose_increased_8.png,3
data/D1/Anthracnose/Anthracnose_increased_80.png,2
data/D1/Anthracnose/Anthracnose_increased_81.png,3
data/D1/Anthracnose/Anthracnose_increased_82.png,2
data/D1/Anthracnose/Anthracnose_increased_83.png,1
data/D1/Anthracnose/Anthracnose_increased_84.png,1
data/D1/Anthracnose/Anthracnose_increased_85.png,2
data/D1/Anthracnose/Anthracnose_increased_86.png,1
data/D1/Anthracnose/Anthracnose_increased_87.png,0
data/D1/Anthracnose/Anthracnose_increased_88.png,3
data/D1/Anthracnose/Anthracnose_increased_89.png,3
data/D1/Anthracnose/Anthracnose_increased_9.png,1
data/D1/Anthracnose/Anthracnose_increased_90.png,1
data/D1/Anthracnose/Anthracnose_increased_91.png,0
data/D1/Anthracnose/Anthracnose_increased_92.png,1
data/D1/Anthracnose/Anthracnose_increased_93.png,0
data/D1/Anthracnose/Anthracnose_increased_94.png,4
data/D1/Anthracnose/Anthracnose_increased_95.png,4
data/D1/Anthracnose/Anthracnose_increased_96.png,0
data/D1/Anthracnose/Anthracnose_increased_97.png,3
data/D1/Anthracnose/Anthracnose_increased_98.png,2
data/D1/Anthracnose/Anthracnose_increased_99.png,1
data/D1/Anthracnose/IMG20241103151558.png,1
data/D1/Anthracnose/IMG20241103151610.png,2
data/D1/BacterialSpot/Anthracnose_increased_1.png,0
data/D1/BacterialSpot/Anthracnose_increased_10.png,0
data/D1/BacterialSpot/Anthracnose_increased_100.png,4
data/D1/BacterialSpot/Anthracnose_increased_101.png,3
data/D1/BacterialSpot/Anthracnose_increased_102.png,3
data/D1/BacterialSpot/Anthracnose_increased_103.png,1
data/D1/BacterialSpot/Anthracnose_increased_104.png,2
data/D1/BacterialSpot/Anthracnose_increased_105.png,4
data/D1/BacterialSpot/Anthracnose_increased_106.png,0
data/D1/BacterialSpot/Anthracnose_increased_107.png,2
data/D1/BacterialSpot/Anthracnose_increased_11.png,0
data/D1/BacterialSpot/Anthracnose_increased_12.png,0
data/D1/BacterialSpot/Anthracnose_increased_13.png,3
data/D1/BacterialSpot/Anthracnose_increased_14.png,2
data/D1/BacterialSpot/Anthracnose_increased_15.png,0
data/D1/BacterialSpot/Anthracnose_increased_16.png,2
data/D1/BacterialSpot/Anthracnose_increased_17.png,1
data/D1/BacterialSpot/Anthracnose_increased_18.png,2
data/D1/BacterialSpot/Anthracnose_increased_19.png,2
data/D1/BacterialSpot/Anthracnose_increased_2.png,0
data/D1/BacterialSpot/Anthracnose_increased_20.png,3
data/D1/BacterialSpot/Anthracnose_increased_21.png,3
data/D1/BacterialSpot/Anthracnose_increased_22.png,2
data/D1/BacterialSpot/Anthracnose_increased_23.png,3
data/D1/BacterialSpot/Anthracnose_increased_24.png,4
data/D1/BacterialSpot/Anthracnose_increased_25.png,0
data/D1/BacterialSpot/Anthracnose_increased_26.png,4
data/D1/BacterialSpot/Anthracnose_increased_27.png,4
data/D1/BacterialSpot/Anthracnose_increased_28.png,2
data/D1/BacterialSpot/Anthracnose_increased_29.png,3
data/D1/BacterialSpot/Anthracnose_increased_3.png,3
data/D1/BacterialSpot/Anthracnose_increased_30.png,2
data/D1/BacterialSpot/Anthracnose_increased_31.png,3
data/D1/BacterialSpot/Anthracnose_increased_32.png,0
data/D1/BacterialSpot/Anthracnose_increased_33.png,0
data/D1/BacterialSpot/Anthracnose_increased_34.png,0
data/D1/BacterialSpot/Anthracnose_increased_35.png,2
data/D1/BacterialSpot/Anthracnose_increased_36.png,0
data/D1/BacterialSpot/Anthracnose_increased_37.png,2
data/D1/BacterialSpot/Anthracnose_increased_38.png,0
data/D1/BacterialSpot/Anthracnose_increased_39.png,1
data/D1/BacterialSpot/Anthracnose_increased_4.png,1
data/D1/BacterialSpot/Anthracnose_increased_40.png,0
data/D1/BacterialSpot/Anthracnose_increased_41.png,1
data/D1/BacterialSpot/Anthracnose_increased_42.png,3
data/D1/BacterialSpot/Anthracnose_increased_43.png,1
data/D1/BacterialSpot/Anthracnose_increased_44.png,1
data/D1/BacterialSpot/Anthracnose_increased_45.png,1
data/D1/BacterialSpot/Anthracnose_increased_46.png,3
data/D1/BacterialSpot/Anthracnose_increased_47.png,2
data/D1/BacterialSpot/Anthracnose_increased_48.png,0
data/D1/BacterialSpot/Anthracnose_increased_49.png,3
data/D1/BacterialSpot/Anthracnose_increased_5.png,0
data/D1/BacterialSpot/Anthracnose_increased_50.png,1
data/D1/BacterialSpot/Anthracnose_increased_51.png,4
data/D1/BacterialSpot/Anthracnose_increased_52.png,4
data/D1/BacterialSpot/Anthracnose_increased_53.png,4
data/D1/BacterialSpot/Anthracnose_increased_54.png,3
data/D1/BacterialSpot/Anthracnose_increased_55.png,4
data/D1/BacterialSpot/Anthracnose_increased_56.png,3
data/D1/BacterialSpot/Anthracnose_increased_57.png,2
data/D1/BacterialSpot/Anthracnose_increased_58.png,2
data/D1/BacterialSpot/Anthracnose_increased_59.png,1
data/D1/BacterialSpot/Anthracnose_increased_6.png,2
data/D1/BacterialSpot/Anthracnose_increased_60.png,2
data/D1/BacterialSpot/Anthracnose_increased_61.png,0
data/D1/BacterialSpot/Anthracnose_increased_62.png,4
data/D1/BacterialSpot/Anthracnose_increased_63.png,2
data/D1/BacterialSpot/Anthracnose_increased_64.png,2
data/D1/BacterialSpot/Anthracnose_increased_65.png,2
data/D1/BacterialSpot/Anthracnose_increased_66.png,4
data/D1/BacterialSpot/Anthracnose_increased_67.png,2
data/D1/BacterialSpot/Anthracnose_increased_68.png,4
data/D1/BacterialSpot/Anthracnose_increased_69.png,4
data/D1/BacterialSpot/Anthracnose_increased_7.png,1
data/D1/BacterialSpot/Anthracnose_increased_70.png,4
data/D1/BacterialSpot/Anthracnose_increased_71.png,3
data/D1/BacterialSpot/Anthracnose_increased_72.png,4
data/D1/BacterialSpot/Anthracnose_increased_73.png,4
data/D1/BacterialSpot/Anthracnose_increased_74.png,0
data/D1/BacterialSpot/Anthracnose_increased_75.png,2
data/D1/BacterialSpot/Anthracnose_increased_76.png,4
data/D1/BacterialSpot/Anthracnose_increased_77.png,3
data/D1/BacterialSpot/Anthracnose_increased_78.png,4
data/D1/BacterialSpot/Anthracnose_increased_79.png,3
data/D1/BacterialSpot/Anthracnose_increased_8.png,3
data/D1/BacterialSpot/Anthracnose_increased_80.png,3
data/D1/BacterialSpot/Anthracnose_increased_81.png,3
data/D1/BacterialSpot/Anthracnose_increased_82.png,2
data/D1/BacterialSpot/Anthracnose_increased_83.png,0
data/D1/BacterialSpot/Anthracnose_increased_84.png,4
data/D1/BacterialSpot/Anthracnose_increased_85.png,4
data/D1/BacterialSpot/Anthracnose_increased_86.png,3
data/D1/BacterialSpot/Anthracnose_increased_87.png,2
data/D1/BacterialSpot/Anthracnose_increased_88.png,3
data/D1/BacterialSpot/Anthracnose_increased_89.png,2
data/D1/BacterialSpot/Anthracnose_increased_9.png,0
data/D1/BacterialSpot/Anthracnose_increased_90.png,4
data/D1/BacterialSpot/Anthracnose_increased_91.png,4
data/D1/BacterialSpot/Anthracnose_increased_92.png,3
data/D1/BacterialSpot/Anthracnose_increased_93.png,2
data/D1/BacterialSpot/Anthracnose_increased_94.png,4
data/D1/BacterialSpot/Anthracnose_increased_95.png,3
data/D1/BacterialSpot/Anthracnose_increased_96.png,0
data/D1/BacterialSpot/Anthracnose_increased_97.png,0
data/D1/BacterialSpot/Anthracnose_increased_98.png,4
data/D1/BacterialSpot/Anthracnose_increased_99.png,3
data/D1/BacterialSpot/BacterialSpot(118).jpg,0
data/D1/BacterialSpot/BacterialSpot(120).jpg,0
data/D1/BacterialSpot/BacterialSpot(133).jpg,3
data/D1/BacterialSpot/BacterialSpot(134).jpg,1
data/D1/BacterialSpot/BacterialSpot(135).jpg,0
data/D1/BacterialSpot/BacterialSpot(137).jpg,2
data/D1/BacterialSpot/BacterialSpot(142).jpg,1
data/D1/BacterialSpot/BacterialSpot(143).jpg,3
data/D1/BacterialSpot/BacterialSpot(144).jpg,0
data/D1/BacterialSpot/BacterialSpot(148).jpg,0
data/D1/BacterialSpot/BacterialSpot(150).jpg,0
data/D1/BacterialSpot/BacterialSpot(154).jpg,0
data/D1/BacterialSpot/BacterialSpot(155).jpg,3
data/D1/BacterialSpot/BacterialSpot(157).jpg,2
data/D1/BacterialSpot/BacterialSpot(159).jpg,0
data/D1/BacterialSpot/BacterialSpot(16).jpg,2
data/D1/BacterialSpot/BacterialSpot(163).jpg,1
data/D1/BacterialSpot/BacterialSpot(184).jpg,2
data/D1/BacterialSpot/BacterialSpot(186).jpg,2
data/D1/BacterialSpot/BacterialSpot(189).jpg,3
data/D1/BacterialSpot/BacterialSpot(191).jpg,3
data/D1/BacterialSpot/BacterialSpot(193).jpg,2
data/D1/BacterialSpot/BacterialSpot(194).jpg,3
data/D1/BacterialSpot/BacterialSpot(195).jpg,4
data/D1/BacterialSpot/BacterialSpot(199).jpg,0
data/D1/BacterialSpot/BacterialSpot(204).jpg,4
data/D1/BacterialSpot/BacterialSpot(207).jpg,4
data/D1/BacterialSpot/BacterialSpot(210).jpg,2
data/D1/BacterialSpot/BacterialSpot(212).jpg,3
data/D1/BacterialSpot/BacterialSpot(213).jpg,2
data/D1/BacterialSpot/BacterialSpot(214).jpg,3
data/D1/BacterialSpot/BacterialSpot(217).jpg,0
data/D1/BacterialSpot/BacterialSpot(220).jpg,0
data/D1/BacterialSpot/BacterialSpot(224).jpg,0
data/D1/BacterialSpot/BacterialSpot(225).jpg,2
data/D1/BacterialSpot/BacterialSpot(228).jpg,0
data/D1/BacterialSpot/BacterialSpot(229).jpg,2
data/D1/BacterialSpot/BacterialSpot(230).jpg,0
data/D1/BacterialSpot/BacterialSpot(232).jpg,1
data/D1/BacterialSpot/BacterialSpot(233).jpg,0
data/D1/BacterialSpot/BacterialSpot(234).jpg,1
data/D1/BacterialSpot/BacterialSpot(237).jpg,3
data/D1/BacterialSpot/BacterialSpot(240).jpg,1
data/D1/BacterialSpot/BacterialSpot(241).jpg,1
data/D1/BacterialSpot/BacterialSpot(245).jpg,1
data/D1/BacterialSpot/BacterialSpot(247).jpg,3
data/D1/BacterialSpot/BacterialSpot(248).jpg,2
data/D1/BacterialSpot/BacterialSpot(253).jpg,0
data/D1/BacterialSpot/BacterialSpot(259).jpg,3
data/D1/BacterialSpot/BacterialSpot(260).jpg,1
data/D1/BacterialSpot/BacterialSpot(262).jpg,4
data/D1/BacterialSpot/BacterialSpot(264).jpg,4
data/D1/BacterialSpot/BacterialSpot(265).jpg,4
data/D1/BacterialSpot/BacterialSpot(266).jpg,3
data/D1/BacterialSpot/BacterialSpot(273).jpg,4
data/D1/BacterialSpot/BacterialSpot(277).jpg,3
data/D1/BacterialSpot/BacterialSpot(286).jpg,1
data/D1/BacterialSpot/BacterialSpot(292).jpg,2
data/D1/BacterialSpot/BacterialSpot(295).jpg,4
data/D1/BacterialSpot/BacterialSpot(296).jpg,2
data/D1/BacterialSpot/BacterialSpot(297).jpg,0
data/D1/BacterialSpot/BacterialSpot(309).jpg,4
data/D1/BacterialSpot/BacterialSpot(311).jpg,2
data/D1/BacterialSpot/BacterialSpot(312).jpg,2
data/D1/BacterialSpot/BacterialSpot(320).jpg,2
data/D1/BacterialSpot/BacterialSpot(321).jpg,4
data/D1/BacterialSpot/BacterialSpot(329).jpg,2
data/D1/BacterialSpot/BacterialSpot(343).jpg,4
data/D1/BacterialSpot/BacterialSpot(345).jpg,4
data/D1/BacterialSpot/BacterialSpot(346).jpg,4
data/D1/BacterialSpot/BacterialSpot(348).jpg,3
data/D1/BacterialSpot/BacterialSpot(354).jpg,4
data/D1/BacterialSpot/BacterialSpot(355).jpg,4
data/D1/BacterialSpot/BacterialSpot(358).jpg,0
data/D1/BacterialSpot/BacterialSpot(363).jpg,2
data/D1/BacterialSpot/BacterialSpot(364).jpg,4
data/D1/BacterialSpot/BacterialSpot(367).jpg,3
data/D1/BacterialSpot/BacterialSpot(368).jpg,4
data/D1/BacterialSpot/BacterialSpot(369).jpg,3
data/D1/BacterialSpot/BacterialSpot(371).jpg,3
data/D1/BacterialSpot/BacterialSpot(372).jpg,3
data/D1/BacterialSpot/BacterialSpot(374).jpg,2
data/D1/BacterialSpot/BacterialSpot(381).jpg,0
data/D1/BacterialSpot/BacterialSpot(385).jpg,4
data/D1/BacterialSpot/BacterialSpot(386).jpg,4
data/D1/BacterialSpot/BacterialSpot(39).jpg,3
data/D1/BacterialSpot/BacterialSpot(390).jpg,2
data/D1/BacterialSpot/BacterialSpot(391).jpg,3
data/D1/BacterialSpot/BacterialSpot(392).jpg,2
data/D1/BacterialSpot/BacterialSpot(395).jpg,4
data/D1/BacterialSpot/BacterialSpot(397).jpg,4
data/D1/BacterialSpot/BacterialSpot(398).jpg,3
data/D1/BacterialSpot/BacterialSpot(4).jpg,2
data/D1/BacterialSpot/BacterialSpot(401).jpg,4
data/D1/BacterialSpot/BacterialSpot(402).jpg,3
data/D1/BacterialSpot/BacterialSpot(418).jpg,0
data/D1/BacterialSpot/BacterialSpot(421).jpg,0
data/D1/BacterialSpot/BacterialSpot(422).jpg,4
data/D1/BacterialSpot/BacterialSpot(425).jpg,3
data/D1/BacterialSpot/BacterialSpot(436).jpg,4
data/D1/BacterialSpot/BacterialSpot(438).jpg,3
data/D1/BacterialSpot/BacterialSpot(441).jpg,3
data/D1/BacterialSpot/BacterialSpot(447).jpg,1
data/D1/BacterialSpot/BacterialSpot(454).jpg,2
data/D1/BacterialSpot/BacterialSpot(456).jpg,4
data/D1/BacterialSpot/BacterialSpot(457).jpg,0
data/D1/BacterialSpot/BacterialSpot(6).jpg,2
data/D1/Curl/075c28da-9e91-40bf-9558-572fac762ced.png,2
data/D1/Curl/0b529930-48dd-4fea-a0a8-ef53ef368130.png,4
data/D1/Curl/1887a59d-89cf-4a22-8c77-cbec7c6ec4b8_rotated_135.png,0
data/D1/Curl/2270cfd0-1d0e-42db-9fdb-2bc5f208a3fa - Copy (2).png,3
data/D1/Curl/475667a1-6d62-4715-a2ca-a1dd6769a652.png,4
data/D1/Curl/4f14467b-9694-411c-8ede-84726486611a_rotated_90.png,2
data/D1/Curl/7c5c8f19-a9f9-4138-830e-2497ef571bb1_rotated_270.png,4
data/D1/Curl/7c5c8f19-a9f9-4138-830e-2497ef571bb1_rotated_90 - Copy.png,4
data/D1/Curl/83ea002c-37bf-4558-849d-cbce11abfa44.png,4
data/D1/Curl/84eeab58-ad10-4b6c-b63f-6dc589dad034 - Copy - Copy.png,4
data/D1/Curl/84eeab58-ad10-4b6c-b63f-6dc589dad034_rotated_180 - Copy.png,4
data/D1/Curl/976d1972-3b93-4d73-9fa7-229554fd5df5 - Copy.png,2
data/D1/Curl/Anthracnose_increased_1.png,1
data/D1/Curl/Anthracnose_increased_10.png,4
data/D1/Curl/Anthracnose_increased_100.png,3
data/D1/Curl/Anthracnose_increased_101.png,0
data/D1/Curl/Anthracnose_increased_102.png,4
data/D1/Curl/Anthracnose_increased_103.png,1
data/D1/Curl/Anthracnose_increased_104.png,3
data/D1/Curl/Anthracnose_increased_105.png,0
data/D1/Curl/Anthracnose_increased_106.png,0
data/D1/Curl/Anthracnose_increased_107.png,0
data/D1/Curl/Anthracnose_increased_108.png,0
data/D1/Curl/Anthracnose_increased_109.png,2
data/D1/Curl/Anthracnose_increased_11.png,4
data/D1/Curl/Anthracnose_increased_110.png,2
data/D1/Curl/Anthracnose_increased_111.png,3
data/D1/Curl/Anthracnose_increased_112.png,2
data/D1/Curl/Anthracnose_increased_113.png,0
data/D1/Curl/Anthracnose_increased_114.png,1
data/D1/Curl/Anthracnose_increased_115.png,2
data/D1/Curl/Anthracnose_increased_116.png,0
data/D1/Curl/Anthracnose_increased_117.png,0
data/D1/Curl/Anthracnose_increased_118.png,0
data/D1/Curl/Anthracnose_increased_119.png,3
data/D1/Curl/Anthracnose_increased_12.png,1
data/D1/Curl/Anthracnose_increased_120.png,0
data/D1/Curl/Anthracnose_increased_121.png,4
data/D1/Curl/Anthracnose_increased_122.png,0
data/D1/Curl/Anthracnose_increased_123.png,2
data/D1/Curl/Anthracnose_increased_124.png,0
data/D1/Curl/Anthracnose_increased_125.png,4
data/D1/Curl/Anthracnose_increased_126.png,0
data/D1/Curl/Anthracnose_increased_127.png,1
data/D1/Curl/Anthracnose_increased_128.png,1
data/D1/Curl/Anthracnose_increased_129.png,0
data/D1/Curl/Anthracnose_increased_13.png,0
