image_path,group_id,group_size
data/D1/BacterialSpot/BacterialSpot(195).jpg,75,1
data/D1/BacterialSpot/BacterialSpot(199).jpg,76,1
data/D1/BacterialSpot/BacterialSpot(204).jpg,77,1
data/D1/BacterialSpot/BacterialSpot(207).jpg,78,1
data/D1/BacterialSpot/BacterialSpot(210).jpg,79,1
data/D1/BacterialSpot/BacterialSpot(212).jpg,80,2
data/D1/BacterialSpot/BacterialSpot(213).jpg,81,1
data/D1/BacterialSpot/BacterialSpot(214).jpg,80,2
data/D1/BacterialSpot/BacterialSpot(217).jpg,82,1
data/D1/BacterialSpot/BacterialSpot(220).jpg,83,1
data/D1/BacterialSpot/BacterialSpot(224).jpg,84,1
data/D1/BacterialSpot/BacterialSpot(225).jpg,85,1
data/D1/BacterialSpot/BacterialSpot(228).jpg,86,1
data/D1/BacterialSpot/BacterialSpot(229).jpg,87,1
data/D1/BacterialSpot/BacterialSpot(230).jpg,88,1
data/D1/BacterialSpot/BacterialSpot(232).jpg,89,1
data/D1/BacterialSpot/BacterialSpot(233).jpg,90,1
data/D1/BacterialSpot/BacterialSpot(234).jpg,91,1
data/D1/BacterialSpot/BacterialSpot(237).jpg,92,1
data/D1/BacterialSpot/BacterialSpot(240).jpg,93,1
data/D1/BacterialSpot/BacterialSpot(241).jpg,94,1
data/D1/BacterialSpot/BacterialSpot(245).jpg,95,1
data/D1/BacterialSpot/BacterialSpot(247).jpg,96,1
data/D1/BacterialSpot/BacterialSpot(248).jpg,97,1
data/D1/BacterialSpot/BacterialSpot(253).jpg,98,1
data/D1/BacterialSpot/BacterialSpot(259).jpg,99,1
data/D1/BacterialSpot/BacterialSpot(260).jpg,1846,280
data/D1/BacterialSpot/BacterialSpot(262).jpg,100,1
data/D1/BacterialSpot/BacterialSpot(264).jpg,101,1
data/D1/BacterialSpot/BacterialSpot(265).jpg,102,1
data/D1/BacterialSpot/BacterialSpot(266).jpg,103,1
data/D1/BacterialSpot/BacterialSpot(273).jpg,104,1
data/D1/BacterialSpot/BacterialSpot(277).jpg,105,1
data/D1/BacterialSpot/BacterialSpot(286).jpg,106,1
data/D1/BacterialSpot/BacterialSpot(292).jpg,107,1
data/D1/BacterialSpot/BacterialSpot(295).jpg,108,1
data/D1/BacterialSpot/BacterialSpot(296).jpg,109,1
data/D1/BacterialSpot/BacterialSpot(297).jpg,110,1
data/D1/BacterialSpot/BacterialSpot(309).jpg,111,1
data/D1/BacterialSpot/BacterialSpot(311).jpg,112,1
data/D1/BacterialSpot/BacterialSpot(312).jpg,113,1
data/D1/BacterialSpot/BacterialSpot(320).jpg,114,1
data/D1/BacterialSpot/BacterialSpot(321).jpg,115,1
data/D1/BacterialSpot/BacterialSpot(329).jpg,116,1
data/D1/BacterialSpot/BacterialSpot(343).jpg,117,1
data/D1/BacterialSpot/BacterialSpot(345).jpg,118,1
data/D1/BacterialSpot/BacterialSpot(346).jpg,119,1
data/D1/BacterialSpot/BacterialSpot(348).jpg,120,1
data/D1/BacterialSpot/BacterialSpot(354).jpg,121,1
data/D1/BacterialSpot/BacterialSpot(355).jpg,122,2
data/D1/BacterialSpot/BacterialSpot(358).jpg,123,2
data/D1/BacterialSpot/BacterialSpot(363).jpg,124,1
data/D1/BacterialSpot/BacterialSpot(364).jpg,125,1
data/D1/BacterialSpot/BacterialSpot(367).jpg,126,1
data/D1/BacterialSpot/BacterialSpot(368).jpg,127,1
data/D1/BacterialSpot/BacterialSpot(369).jpg,128,1
data/D1/BacterialSpot/BacterialSpot(371).jpg,129,1
data/D1/BacterialSpot/BacterialSpot(372).jpg,130,2
data/D1/BacterialSpot/BacterialSpot(374).jpg,131,1
data/D1/BacterialSpot/BacterialSpot(381).jpg,132,1
data/D1/BacterialSpot/BacterialSpot(385).jpg,133,1
data/D1/BacterialSpot/BacterialSpot(386).jpg,134,1
data/D1/BacterialSpot/BacterialSpot(39).jpg,135,1
data/D1/BacterialSpot/BacterialSpot(390).jpg,136,1
data/D1/BacterialSpot/BacterialSpot(391).jpg,137,1
data/D1/BacterialSpot/BacterialSpot(392).jpg,138,2
data/D1/BacterialSpot/BacterialSpot(395).jpg,139,2
data/D1/BacterialSpot/BacterialSpot(397).jpg,140,1
data/D1/BacterialSpot/BacterialSpot(398).jpg,141,1
data/D1/BacterialSpot/BacterialSpot(4).jpg,142,1
data/D1/BacterialSpot/BacterialSpot(401).jpg,143,1
data/D1/BacterialSpot/BacterialSpot(402).jpg,144,1
data/D1/BacterialSpot/BacterialSpot(418).jpg,145,1
data/D1/BacterialSpot/BacterialSpot(421).jpg,146,1
data/D1/BacterialSpot/BacterialSpot(422).jpg,147,1
data/D1/BacterialSpot/BacterialSpot(425).jpg,148,1
data/D1/BacterialSpot/BacterialSpot(436).jpg,149,1
data/D1/BacterialSpot/BacterialSpot(438).jpg,150,1
data/D1/BacterialSpot/BacterialSpot(441).jpg,151,1
data/D1/BacterialSpot/BacterialSpot(447).jpg,152,1
data/D1/BacterialSpot/BacterialSpot(454).jpg,153,2
data/D1/BacterialSpot/BacterialSpot(456).jpg,154,2
data/D1/BacterialSpot/BacterialSpot(457).jpg,155,1
data/D1/BacterialSpot/BacterialSpot(6).jpg,156,1
data/D1/Curl/075c28da-9e91-40bf-9558-572fac762ced.png,157,1
data/D1/Curl/0b529930-48dd-4fea-a0a8-ef53ef368130.png,158,1
data/D1/Curl/475667a1-6d62-4715-a2ca-a1dd6769a652.png,159,1
data/D1/Curl/83ea002c-37bf-4558-849d-cbce11abfa44.png,160,1
data/D1/Curl/b41ae26f-36ec-4e7f-9d2a-9ba6152dd092.png,161,1
data/D1/Curl/Curl(100).jpg,162,1
data/D1/Curl/Curl(102).jpg,163,1
data/D1/Curl/Curl(103).jpg,164,1
data/D1/Curl/Curl(104).jpg,165,1
data/D1/Curl/Curl(106).jpg,166,1
data/D1/Curl/Curl(122).jpg,167,1
data/D1/Curl/Curl(145).jpg,168,1
data/D1/Curl/Curl(149).jpg,169,1
data/D1/Curl/Curl(249).jpg,170,1
data/D1/Curl/Curl(264).jpg,171,1
data/D1/Curl/Curl(268).jpg,172,1
data/D1/Curl/Curl(28).jpg,173,1
data/D1/Curl/Curl(302).jpg,174,1
data/D1/Curl/Curl(303).jpg,175,1
data/D1/Curl/Curl(307).jpg,176,1
data/D1/Curl/Curl(309).jpg,177,1
data/D1/Curl/Curl(310).jpg,178,1
data/D1/Curl/Curl(311).jpg,179,1
data/D1/Curl/Curl(314).jpg,180,1
data/D1/Curl/Curl(345).jpg,181,1
data/D1/Curl/Curl(347).jpg,182,1
data/D1/Curl/Curl(350).jpg,183,1
data/D1/Curl/Curl(362).jpg,184,1
data/D1/Curl/Curl(481).jpg,122,2
data/D1/Curl/Curl(484).jpg,123,2
data/D1/Curl/Curl(498).jpg,130,2
data/D1/Curl/Curl(518).jpg,138,2
data/D1/Curl/Curl(521).jpg,139,2
data/D1/Curl/Curl(581).jpg,153,2
data/D1/Curl/Curl(583).jpg,154,2
data/D1/Curl/Curl(70).jpg,185,1
data/D1/Curl/Curl(88).jpg,186,1
data/D1/Curl/Curl(99).jpg,187,1
data/D1/Curl/ffd826a6-e6b3-443a-95a5-5599041b8d22.png,188,1
data/D1/Curl/IMG20241024101352.png,189,1
data/D1/Curl/IMG20241024101629.png,190,1
data/D1/Curl/IMG20241024101937.png,191,1
data/D1/Curl/IMG20241024102226.png,192,1
data/D1/Curl/IMG_20230926_180851.jpg,193,1
data/D1/Curl/IMG_20230926_180913.jpg,194,1
data/D1/Curl/IMG_20230926_180922.jpg,195,1
data/D1/Curl/IMG_20230926_180954.jpg,196,1
data/D1/Curl/IMG_20230926_181009.jpg,197,1
data/D1/Curl/IMG_20230926_181026.jpg,198,1
data/D1/Curl/IMG_20230926_181040.jpg,199,1
data/D1/Curl/IMG_20230926_181047.jpg,200,1
data/D1/Curl/IMG_20230926_181231.jpg,201,1
data/D1/Curl/IMG_20230926_181237.jpg,202,1
data/D1/Curl/IMG_20230926_181242.jpg,203,2
data/D1/Curl/IMG_20230926_181248.jpg,204,1
data/D1/Curl/IMG_20230926_181255.jpg,203,2
data/D1/Curl/IMG_20230926_181402.jpg,205,1
data/D1/Curl/IMG_20230926_181416.jpg,206,1
data/D1/Curl/IMG_20230926_181422.jpg,207,1
data/D1/Curl/IMG_20230926_181429.jpg,208,1
data/D1/Curl/IMG_20230926_181437.jpg,209,1
data/D1/Curl/IMG_20230926_181615.jpg,210,4
data/D1/Curl/IMG_20230926_181623.jpg,210,4
data/D1/Curl/IMG_20230926_181628.jpg,210,4
data/D1/Curl/IMG_20230926_181633.jpg,210,4
data/D1/Curl/IMG_20230926_181701.jpg,211,2
data/D1/Curl/IMG_20230926_181710.jpg,211,2
data/D1/Curl/IMG_20230926_181714.jpg,212,1
data/D1/Curl/IMG_20230926_181724.jpg,213,1
data/D1/Curl/IMG_20230926_181850.jpg,214,1
data/D1/Curl/IMG_20230926_181901.jpg,215,1
data/D1/Curl/IMG_20230926_181913.jpg,216,1
data/D1/Curl/IMG_20230926_181920.jpg,217,1
data/D1/Curl/IMG_20230926_182021.jpg,218,1
data/D1/Curl/IMG_20230926_182024.jpg,219,2
data/D1/Curl/IMG_20230926_182026.jpg,219,2
data/D1/Curl/IMG_20230926_182050.jpg,220,1
data/D1/Curl/IMG_20230926_182104.jpg,221,1
data/D1/Curl/IMG_20230926_182119.jpg,222,2
data/D1/Curl/IMG_20230926_182125.jpg,222,2
data/D1/Curl/IMG_20230926_182143.jpg,223,1
data/D1/Curl/IMG_20230926_182147.jpg,224,2
data/D1/Curl/IMG_20230926_182151.jpg,225,1
data/D1/Curl/IMG_20230926_182154.jpg,226,1
data/D1/Curl/IMG_20230926_182200.jpg,224,2
data/D1/Curl/IMG_20230926_182214.jpg,227,4
data/D1/Curl/IMG_20230926_182220.jpg,227,4
data/D1/Curl/IMG_20230926_182228.jpg,227,4
data/D1/Curl/IMG_20230926_182233.jpg,228,1
data/D1/Curl/IMG_20230926_182239.jpg,227,4
data/D1/Curl/IMG_20230926_182251.jpg,229,1
data/D1/Curl/IMG_20230926_182315.jpg,230,3
data/D1/Curl/IMG_20230926_182320.jpg,231,1
data/D1/Curl/IMG_20230926_182324.jpg,230,3
data/D1/Curl/IMG_20230926_182328.jpg,232,1
data/D1/Curl/IMG_20230926_182332.jpg,230,3
data/D1/Curl/IMG_20231020_164951.jpg,233,5
data/D1/Curl/IMG_20231020_164956.jpg,233,5
data/D1/Curl/IMG_20231020_165010.jpg,234,1
data/D1/Curl/IMG_20231020_165018.jpg,235,1
data/D1/Curl/IMG_20231020_165025.jpg,233,5
data/D1/Curl/IMG_20231020_165031.jpg,233,5
data/D1/Curl/IMG_20231020_165036.jpg,233,5
data/D1/Curl/IMG_20231020_165109.jpg,236,6
data/D1/Curl/IMG_20231020_165115.jpg,237,1
data/D1/Curl/IMG_20231020_165123.jpg,256,6
data/D1/Curl/IMG_20231020_165132.jpg,256,6
data/D1/Curl/IMG_20231020_165136.jpg,236,6
data/D1/Curl/IMG_20231020_165141.jpg,236,6
data/D1/Curl/IMG_20231020_165427.jpg,238,1
data/D1/Curl/IMG_20231020_165436.jpg,239,1
data/D1/Curl/IMG_20231020_165450.jpg,240,1
data/D1/Curl/IMG_20231020_165455.jpg,241,1
data/D1/Curl/IMG_20231020_165515.jpg,242,2
data/D1/Curl/IMG_20231020_165517.jpg,242,2
data/D1/Curl/IMG_20231020_165524.jpg,243,1
data/D1/Curl/IMG_20231020_165538.jpg,244,1
data/D1/Curl/IMG_20231020_165543.jpg,245,1
data/D1/Curl/IMG_20231020_165551.jpg,246,1
data/D1/Curl/IMG_20231020_165556.jpg,247,1
data/D1/Curl/IMG_20231020_165600.jpg,248,1
data/D1/Curl/IMG_20231020_165605.jpg,249,1
data/D1/Curl/IMG_20231020_165614.jpg,250,1
data/D1/Curl/IMG_20231020_165618.jpg,251,1
data/D1/Curl/IMG_20231020_165623.jpg,252,1
data/D1/Curl/IMG_20231020_165624.jpg,253,1
data/D1/Curl/IMG_20231020_165626.jpg,254,1
data/D1/Curl/IMG_20231020_165628.jpg,255,1
data/D1/Curl/IMG_20231020_165725.jpg,236,6
data/D1/Curl/IMG_20231020_165734.jpg,236,6
data/D1/Curl/IMG_20231020_165741.jpg,236,6
data/D1/Curl/IMG_20231020_165749.jpg,256,6
data/D1/Curl/IMG_20231020_165750.jpg,256,6
data/D1/Curl/IMG_20231020_165753.jpg,256,6
data/D1/Curl/IMG_20231020_165755.jpg,256,6
data/D1/Curl/IMG_20231020_165808_1.jpg,257,1
data/D1/Curl/IMG_20231020_165930.jpg,258,1
data/D1/Curl/IMG_20231020_165939.jpg,259,1
data/D1/Curl/IMG_20231020_165951.jpg,260,2
data/D1/Curl/IMG_20231020_170002.jpg,261,1
data/D1/Curl/IMG_20231020_170009.jpg,262,1
data/D1/Curl/IMG_20231020_170019.jpg,263,1
data/D1/Curl/IMG_20231020_170025.jpg,260,2
data/D1/Curl/IMG_20231020_170032.jpg,264,1
data/D1/Curl/IMG_20231020_170100.jpg,265,1
data/D1/Curl/IMG_20231020_170105.jpg,266,1
data/D1/Curl/IMG_20231020_170113.jpg,267,1
data/D1/Curl/IMG_20231020_170121.jpg,268,1
data/D1/Curl/IMG_20231020_170127.jpg,269,1
data/D1/Curl/IMG_20231020_170133.jpg,270,1
data/D1/Curl/IMG_20231020_170137.jpg,271,1
data/D1/Curl/IMG_20231020_170338.jpg,272,1
data/D1/Curl/IMG_20231020_170346.jpg,273,1
data/D1/Curl/IMG_20231020_170353.jpg,274,1
data/D1/Curl/IMG_20231020_170359.jpg,275,1
data/D1/Curl/IMG_20231020_170405.jpg,276,1
data/D1/Curl/IMG_20231020_170419.jpg,277,2
data/D1/Curl/IMG_20231020_170426.jpg,278,1
data/D1/Curl/IMG_20231020_170432.jpg,279,1
data/D1/Curl/IMG_20231020_170438.jpg,280,1
data/D1/Curl/IMG_20231020_170444.jpg,277,2
data/D1/Curl/IMG_20231020_170448.jpg,281,1
data/D1/Curl/IMG_20231020_170634.jpg,282,6
data/D1/Curl/IMG_20231020_170646.jpg,282,6
data/D1/Curl/IMG_20231020_170751.jpg,282,6
data/D1/Curl/IMG_20231020_170806.jpg,282,6
data/D1/Curl/IMG_20231020_170815.jpg,282,6
data/D1/Curl/IMG_20231020_170833.jpg,282,6
data/D1/Curl/IMG_20231020_170838.jpg,283,1
data/D1/Curl/IMG_20231020_170847.jpg,284,4
data/D1/Curl/IMG_20231020_170856.jpg,284,4
data/D1/Curl/IMG_20231020_170903.jpg,284,4
data/D1/Curl/IMG_20231020_170911.jpg,284,4
data/D1/Curl/IMG_20231020_171322.jpg,285,3
data/D1/Curl/IMG_20231020_171329.jpg,286,3
data/D1/Curl/IMG_20231020_171333.jpg,287,1
data/D1/Curl/IMG_20231020_171337.jpg,288,1
data/D1/Curl/IMG_20231020_171341.jpg,285,3
data/D1/Curl/IMG_20231020_171344.jpg,289,1
data/D1/Curl/IMG_20231020_171349.jpg,286,3
data/D1/Curl/IMG_20231020_171353.jpg,290,1
data/D1/Curl/IMG_20231020_171403.jpg,291,1
data/D1/Curl/IMG_20231020_171409.jpg,286,3
data/D1/Curl/IMG_20231020_171413.jpg,285,3
data/D1/Curl/IMG_20231020_171417.jpg,292,1
data/D1/Curl/IMG_20231020_171421.jpg,293,1
data/D1/Curl/IMG_20231020_171426.jpg,294,1
data/D1/Curl/IMG_20231020_171429.jpg,295,1
data/D1/Curl/IMG_20231020_171433.jpg,296,1
data/D1/Curl/IMG_20231020_171436.jpg,297,1
data/D1/Curl/IMG_20231020_171439.jpg,298,1
data/D1/Curl/IMG_20231020_171443.jpg,299,1
data/D1/Curl/IMG_20231020_171538.jpg,300,3
data/D1/Curl/IMG_20231020_171547.jpg,301,1
data/D1/Curl/IMG_20231020_171556.jpg,302,4
data/D1/Curl/IMG_20231020_171605.jpg,303,1
data/D1/Curl/IMG_20231020_171610.jpg,300,3
data/D1/Curl/IMG_20231020_171615.jpg,302,4
data/D1/Curl/IMG_20231020_171620.jpg,302,4
data/D1/Curl/IMG_20231020_171628.jpg,302,4
data/D1/Curl/IMG_20231020_171640.jpg,300,3
data/D1/Curl/IMG_20231020_171647.jpg,304,5
data/D1/Curl/IMG_20231020_171652.jpg,304,5
data/D1/Curl/IMG_20231020_171656.jpg,304,5
data/D1/Curl/IMG_20231020_171703.jpg,305,1
data/D1/Curl/IMG_20231020_171710.jpg,306,1
data/D1/Curl/IMG_20231020_171719.jpg,304,5
data/D1/Curl/IMG_20231020_171722.jpg,304,5
data/D1/Curl/IMG_20231020_171731.jpg,307,1
data/D1/Curl/IMG_20231020_171951.jpg,308,3
data/D1/Curl/IMG_20231020_171952.jpg,308,3
data/D1/Curl/IMG_20231020_171953.jpg,308,3
data/D1/Curl/IMG_20231020_171956.jpg,309,2
data/D1/Curl/IMG_20231020_171957.jpg,309,2
data/D1/Curl/IMG_20231020_172003.jpg,310,1
data/D1/Curl/IMG_20231020_172009.jpg,311,1
data/D1/Curl/IMG_20231020_172013.jpg,312,1
data/D1/Curl/IMG_20231020_172018.jpg,313,1
data/D1/Curl/IMG_20231020_172026.jpg,314,1
data/D1/Curl/IMG_20231020_172034.jpg,315,1
data/D1/Curl/IMG_20231020_172037.jpg,316,1
data/D1/Curl/IMG_20231020_172046.jpg,317,1
data/D1/Curl/IMG_20231020_172052.jpg,318,1
data/D1/Curl/IMG_20231020_172205.jpg,319,1
data/D1/Curl/IMG_20231020_172209.jpg,320,1
data/D1/Curl/IMG_20231020_172215.jpg,321,1
data/D1/Curl/IMG_20231020_172220.jpg,322,1
data/D1/Curl/IMG_20231020_172226.jpg,323,1
data/D1/Curl/IMG_20231020_172231.jpg,324,1
data/D1/Curl/IMG_20231020_172237.jpg,325,1
data/D1/Curl/IMG_20231020_172241.jpg,326,1
data/D1/Curl/IMG_20231020_172247.jpg,327,1
data/D1/Curl/IMG_20231020_172251.jpg,328,1
data/D1/Curl/IMG_20231020_172254.jpg,329,1
data/D1/Curl/IMG_20231020_172258.jpg,330,1
data/D1/Curl/IMG_20231020_172303.jpg,331,2
data/D1/Curl/IMG_20231020_172304.jpg,331,2
data/D1/Curl/IMG_20231020_172308.jpg,332,1
data/D1/Curl/IMG_20231020_172447.jpg,333,5
data/D1/Curl/IMG_20231020_172450.jpg,333,5
data/D1/Curl/IMG_20231020_172455.jpg,333,5
data/D1/Curl/IMG_20231020_172503.jpg,333,5
data/D1/Curl/IMG_20231020_172507.jpg,333,5
data/D1/Curl/IMG_20231020_172513.jpg,334,1
data/D1/Curl/IMG_20231020_172518.jpg,335,1
data/D1/Curl/IMG_20231020_172521.jpg,336,1
data/D1/Curl/IMG_20231020_172527.jpg,337,2
data/D1/Curl/IMG_20231020_172529.jpg,337,2
data/D1/Curl/IMG_20231021_151800.jpg,338,1
data/D1/Curl/IMG_20231021_151808.jpg,339,1
data/D1/Curl/IMG_20231021_151815.jpg,340,1
data/D1/Curl/IMG_20231021_151835.jpg,341,1
data/D1/Curl/IMG_20231021_151847.jpg,342,1
data/D1/Curl/IMG_20231021_151856.jpg,343,2
data/D1/Curl/IMG_20231021_151906.jpg,344,1
data/D1/Curl/IMG_20231021_151910.jpg,343,2
data/D1/Curl/IMG_20231021_151921.jpg,345,1
data/D1/Curl/IMG_20231021_151952.jpg,346,1
data/D1/Curl/IMG_20231021_152013.jpg,347,1
data/D1/Curl/IMG_20231021_152126.jpg,348,1
data/D1/Curl/IMG_20231021_152156.jpg,349,1
data/D1/Curl/IMG_20231021_152201.jpg,350,1
data/D1/Curl/IMG_20231021_152208.jpg,351,1
data/D1/Curl/IMG_20231021_152217.jpg,352,1
data/D1/Curl/IMG_20231021_152222.jpg,353,1
data/D1/Curl/IMG_20231021_152235.jpg,354,1
data/D1/Curl/IMG_20231021_152240.jpg,355,1
data/D1/Curl/IMG_20231021_152246.jpg,356,1
data/D1/Curl/IMG_20231021_152312.jpg,357,1
data/D1/Curl/IMG_20231021_152321.jpg,358,1
data/D1/Curl/IMG_20231021_152326.jpg,359,1
data/D1/Curl/IMG_20231021_152333.jpg,360,1
data/D1/Curl/IMG_20231021_152343.jpg,361,1
data/D1/Curl/IMG_20231021_152353.jpg,362,1
data/D1/Curl/IMG_20231021_152411.jpg,363,1
data/D1/Curl/IMG_20231021_152427.jpg,364,2
data/D1/Curl/IMG_20231021_152436.jpg,365,1
data/D1/Curl/IMG_20231021_152443.jpg,366,1
data/D1/Curl/IMG_20231021_152448.jpg,364,2
data/D1/Curl/IMG_20231021_152511.jpg,367,2
data/D1/Curl/IMG_20231021_152522.jpg,368,1
data/D1/Curl/IMG_20231021_152530.jpg,369,1
data/D1/Curl/IMG_20231021_152540.jpg,370,1
data/D1/Curl/IMG_20231021_152550.jpg,367,2
data/D1/Curl/IMG_20231021_152557.jpg,371,1
data/D1/Curl/IMG_20231021_152600.jpg,372,1
data/D1/Curl/IMG_20231021_152610.jpg,373,1
data/D1/Curl/IMG_20231021_152619.jpg,374,1
